number,state,createdAt,mergedAt,closedAt,title,bodyText,changedFiles,additions,deletions,comments,participants,reviews,repository,duration_hours
762,MERGED,2016-09-12T09:11:26Z,2016-11-09T11:56:19Z,2016-11-09T11:56:19Z,Add Educational Games,"https://github.com/vinkla/awesome-edutainment
A curated list of awesome gamification to learn editors, languages, programming, etc.

 I have read and understood the contribution guidelines and the instructions for creating a list.
 This pull request has a descriptive title. (For example: Add Node.js)
The list I added

 has been around for at least 20 days,
 is a non-generated Markdown file in a GitHub repo,
 is not a duplicate,
 only has awesome items with descriptions (Awesome lists are curations of the best, not of everything),
 contains the awesome badge on the right side of the list heading,
 has a Table of Contents section named Contents as the first section,
 has an appropriate license (Meaning something like CC0, NOT a code licence like MIT, BSD, Apache, etc),
 has contribution guidelines,
 has been checked for inconsistent formatting, spelling, and grammar (This includes starting each link description with an uppercase character and ending it with a period ., and consistent naming),
 has been added at the bottom of the appropriate category.",1,1,0,{'totalCount': 9},{'totalCount': 3},{'totalCount': 6},"{'owner': 'sindresorhus', 'name': 'awesome'}",1394.7480555555555
769,MERGED,2016-09-20T18:34:07Z,2016-11-04T02:44:46Z,2016-11-04T02:44:46Z,Add Textpattern,"https://github.com/drmonkeyninja/awesome-textpattern
This is the awesome list for the Textpattern CMS and has been around for well over a year now. The list uses Textile instead of Markdown, but this is because Textile is the default markup syntax used by the Textpattern community and so was chosen to encourage participation.

 I have read and understood the contribution guidelines and the instructions for creating a list.
 This pull request has a descriptive title. (For example: Add Node.js)
The list I added

 has been around for at least 20 days,
 is a non-generated Markdown file in a GitHub repo,
 is not a duplicate,
 only has awesome items with descriptions (Awesome lists are curations of the best, not of everything),
 contains the awesome badge on the right side of the list heading,
 has a Table of Contents section named Contents as the first section,
 has an appropriate license (Meaning something like CC0, NOT a code licence like MIT, BSD, Apache, etc),
 has contribution guidelines,
 has been checked for inconsistent formatting, spelling, and grammar (This includes starting each link description with an uppercase character and ending it with a period ., and consistent naming),
 has been added at the bottom of the appropriate category.",1,1,0,{'totalCount': 7},{'totalCount': 3},{'totalCount': 1},"{'owner': 'sindresorhus', 'name': 'awesome'}",1064.1775
770,MERGED,2016-09-21T12:21:34Z,2016-10-08T09:32:42Z,2016-10-08T09:32:42Z,Add Raspberry Pi,"https://github.com/thibmaek/awesome-raspberrypi
This list is a collection of tools, projects, images and resources around Raspberry Pi
ALL THE BELOW CHECKBOXES SHOULD BE DONE AND CHECKED AND THE ABOVE PLACEHOLDERS SHOULD BE FILLED IN BEFORE SUBMITTING A PULL REQUEST!

 I have read and understood the contribution guidelines and the instructions for creating a list.
 This pull request has a descriptive title. (For example: Add Node.js)
The list I added

 has been around for at least 20 days,
 is a non-generated Markdown file in a GitHub repo,
 is not a duplicate,
 only has awesome items with descriptions (Awesome lists are curations of the best, not of everything),
 contains the awesome badge on the right side of the list heading,
 has a Table of Contents section named Contents as the first section,
 has an appropriate license (Meaning something like CC0, NOT a code licence like MIT, BSD, Apache, etc),
 has contribution guidelines,
 has been checked for inconsistent formatting, spelling, and grammar (This includes starting each link description with an uppercase character and ending it with a period ., and consistent naming),
 has been added at the bottom of the appropriate category.



This list is a collection of tools, projects, images and resources around Raspberry Pi",1,1,0,{'totalCount': 15},{'totalCount': 7},{'totalCount': 2},"{'owner': 'sindresorhus', 'name': 'awesome'}",405.18555555555554
776,MERGED,2016-09-30T13:47:55Z,2016-10-01T09:56:25Z,2016-10-01T09:56:25Z,Pluralize title of CMS section,"Looking at the other sections (Books, Databases, etc), this would be better pluralized too.

 I have read and understood the contribution guidelines and the instructions for creating a list.
 This pull request has a descriptive title. (For example: Add Node.js)",1,2,2,{'totalCount': 2},{'totalCount': 2},{'totalCount': 2},"{'owner': 'sindresorhus', 'name': 'awesome'}",20.141666666666666
777,MERGED,2016-09-30T14:04:55Z,2016-10-06T09:37:06Z,2016-10-06T09:37:06Z,Add Wagtail,"https://github.com/springload/awesome-wagtail
This list is about Wagtail, a popular CMS in the Python/Django communities. Wagtail encourages the development of third-party plugins/apps/packages, and this list is a good way to keep track of the ones that are the most interesting (along with other community resources).

 I have read and understood the contribution guidelines and the instructions for creating a list.
 This pull request has a descriptive title. (For example: Add Node.js)
The list I added

 has been around for at least 20 days, – first commit
 is a non-generated Markdown file in a GitHub repo, – README.md
 is not a duplicate, – check
 only has awesome items with descriptions (Awesome lists are curations of the best, not of everything), – check
 contains the awesome badge on the right side of the list heading, – check, plus Travis badge
 has a Table of Contents section named Contents as the first section,
 has an appropriate license (Meaning something like CC0, NOT a code licence like MIT, BSD, Apache, etc), – CC0
 has contribution guidelines, – CONTRIBUTING.md
 has been checked for inconsistent formatting, spelling, and grammar (This includes starting each link description with an uppercase character and ending it with a period ., and consistent naming), – check
 has been added at the bottom of the appropriate category. – check, CMS category",1,1,0,{'totalCount': 2},{'totalCount': 2},{'totalCount': 1},"{'owner': 'sindresorhus', 'name': 'awesome'}",139.5363888888889
778,MERGED,2016-09-30T19:05:53Z,2016-10-18T04:26:22Z,2016-10-18T04:26:22Z,Add Domain-Driven Design,"https://github.com/heynickc/awesome-ddd
A curated list of Domain-Driven Design (DDD), Command Query Responsibility Segregation (CQRS), Event Sourcing, and Event Storming resources.  It contains books, training courses, video collections, mailing lists and forums, blogs, sample projects, libraries and frameworks, podcasts and interviews, and user groups related to the aforementioned software architecture concepts.
ALL THE BELOW CHECKBOXES SHOULD BE DONE AND CHECKED AND THE ABOVE PLACEHOLDERS SHOULD BE FILLED IN BEFORE SUBMITTING A PULL REQUEST!

 I have read and understood the contribution guidelines and the instructions for creating a list.
 This pull request has a descriptive title. (For example: Add Node.js)
The list I added

 has been around for at least 20 days,
 is a non-generated Markdown file in a GitHub repo,
 is not a duplicate,
 only has awesome items with descriptions (Awesome lists are curations of the best, not of everything),
 contains the awesome badge on the right side of the list heading,
 has a Table of Contents section named Contents as the first section,
 has an appropriate license (Meaning something like CC0, NOT a code licence like MIT, BSD, Apache, etc),
 has contribution guidelines,
 has been checked for inconsistent formatting, spelling, and grammar (This includes starting each link description with an uppercase character and ending it with a period ., and consistent naming),
 has been added at the bottom of the appropriate category.",1,1,0,{'totalCount': 3},{'totalCount': 2},{'totalCount': 2},"{'owner': 'sindresorhus', 'name': 'awesome'}",417.3413888888889
780,CLOSED,2016-10-01T14:58:41Z,,2017-06-02T18:15:03Z,Add International Image Interoperability Framework,"https://github.com/IIIF/awesome-iiif
The International Image Interoperability Framework is a group of standard APIs around sharing and reuse of media. It is also a growing community of galleries, libraries, archives, museums, companies, and others who develop the standards and interoperable implementations. Content includes helpful links around each of the standards, demonstrations of their use, and tutorials and presentations. The list is especially helpful for orienting new community members and developers.
ALL THE BELOW CHECKBOXES SHOULD BE DONE AND CHECKED AND THE ABOVE PLACEHOLDERS SHOULD BE FILLED IN BEFORE SUBMITTING A PULL REQUEST!

 I have read and understood the contribution guidelines and the instructions for creating a list.
 This pull request has a descriptive title. (For example: Add Node.js)
The list I added

 has been around for at least 20 days,
 is a non-generated Markdown file in a GitHub repo,
 is not a duplicate,
 only has awesome items with descriptions (Awesome lists are curations of the best, not of everything),
 contains the awesome badge on the right side of the list heading,
 has a Table of Contents section named Contents as the first section,
 has an appropriate license (Meaning something like CC0, NOT a code licence like MIT, BSD, Apache, etc),
 has contribution guidelines,
 has been checked for inconsistent formatting, spelling, and grammar (This includes starting each link description with an uppercase character and ending it with a period ., and consistent naming),
 has been added at the bottom of the appropriate category.



…/IIIF/awesome-iiif",1,1,0,{'totalCount': 12},{'totalCount': 3},{'totalCount': 1},"{'owner': 'sindresorhus', 'name': 'awesome'}",5859.272777777778
781,CLOSED,2016-10-03T07:05:57Z,,2016-10-06T06:55:56Z,Add Browser Extensions and Apps,"https://github.com/vitalets/awesome-browser-extensions-and-apps
It is the list of resources useful for developing browser extensions and apps. I suggest separate list because extensions development has many special topics such as working with browser api, packaging and deploying to store.
ALL THE BELOW CHECKBOXES SHOULD BE DONE AND CHECKED AND THE ABOVE PLACEHOLDERS SHOULD BE FILLED IN BEFORE SUBMITTING A PULL REQUEST!

 I have read and understood the contribution guidelines and the instructions for creating a list.
 This pull request has a descriptive title. (For example: Add Node.js)
The list I added

 has been around for at least 20 days,
 is a non-generated Markdown file in a GitHub repo,
 is not a duplicate,
 only has awesome items with descriptions (Awesome lists are curations of the best, not of everything),
 contains the awesome badge on the right side of the list heading,
 has a Table of Contents section named Contents as the first section,
 has an appropriate license (Meaning something like CC0, NOT a code licence like MIT, BSD, Apache, etc),
 has contribution guidelines,
 has been checked for inconsistent formatting, spelling, and grammar (This includes starting each link description with an uppercase character and ending it with a period ., and consistent naming),
 has been added at the bottom of the appropriate category.



Thanks in advance!",1,1,0,{'totalCount': 5},{'totalCount': 4},{'totalCount': 2},"{'owner': 'sindresorhus', 'name': 'awesome'}",71.83305555555556
782,MERGED,2016-10-03T21:29:16Z,2016-10-08T06:17:43Z,2016-10-08T06:17:43Z,Add Frege,"https://github.com/sfischer13/awesome-frege
This list is about Frege, a Haskell for the JVM. It contains awesome resources for Frege developers.

 I have read and understood the contribution guidelines and the instructions for creating a list.
 This pull request has a descriptive title. (For example: Add Node.js)
The list I added

 has been around for at least 20 days,
 is a non-generated Markdown file in a GitHub repo,
 is not a duplicate,
 only has awesome items with descriptions (Awesome lists are curations of the best, not of everything),
 contains the awesome badge on the right side of the list heading,
 has a Table of Contents section named Contents as the first section,
 has an appropriate license (Meaning something like CC0, NOT a code licence like MIT, BSD, Apache, etc),
 has contribution guidelines,
 has been checked for inconsistent formatting, spelling, and grammar (This includes starting each link description with an uppercase character and ending it with a period ., and consistent naming),
 has been added at the bottom of the appropriate category.",1,1,0,{'totalCount': 5},{'totalCount': 2},{'totalCount': 3},"{'owner': 'sindresorhus', 'name': 'awesome'}",104.8075
783,CLOSED,2016-10-05T08:59:19Z,,2016-10-20T19:25:58Z,Add PowerShell,"Previous PR: #764
https://github.com/janikvonrotz/awesome-powershell
*A curated list of delightful PowerShell modules and resources *
ALL THE BELOW CHECKBOXES SHOULD BE DONE AND CHECKED AND THE ABOVE PLACEHOLDERS SHOULD BE FILLED IN BEFORE SUBMITTING A PULL REQUEST!

 I have read and understood the contribution guidelines and the instructions for creating a list.
 This pull request has a descriptive title. (For example: Add Node.js)
The list I added

 has been around for at least 20 days,
 is a non-generated Markdown file in a GitHub repo,
 is not a duplicate,
 only has awesome items with descriptions (Awesome lists are curations of the best, not of everything),
 contains the awesome badge on the right side of the list heading,
 has a Table of Contents section named Contents as the first section,
 has an appropriate license (Meaning something like CC0, NOT a code licence like MIT, BSD, Apache, etc),
 has contribution guidelines,
 has been checked for inconsistent formatting, spelling, and grammar (This includes starting each link description with an uppercase character and ending it with a period ., and consistent naming),
 has been added at the bottom of the appropriate category.",1,1,0,{'totalCount': 3},{'totalCount': 2},{'totalCount': 1},"{'owner': 'sindresorhus', 'name': 'awesome'}",370.44416666666666
798,CLOSED,2016-10-16T23:51:32Z,,2017-01-05T21:20:32Z,Add FRC,"https://github.com/andrewda/awesome-frc
This list is about FRC, the First Robotics Competition. It contains resources, tools, and packages to build FRC robots.

 I have read and understood the contribution guidelines and the instructions for creating a list.
 This pull request has a descriptive title. (For example: Add Node.js)
The list I added

 has been around for at least 20 days,
 is a non-generated Markdown file in a GitHub repo,
 is not a duplicate,
 only has awesome items with descriptions (Awesome lists are curations of the best, not of everything),
 contains the awesome badge on the right side of the list heading,
 has a Table of Contents section named Contents as the first section,
 has an appropriate license (Meaning something like CC0, NOT a code licence like MIT, BSD, Apache, etc),
 has contribution guidelines,
 has been checked for inconsistent formatting, spelling, and grammar (This includes starting each link description with an uppercase character and ending it with a period ., and consistent naming),
 has been added at the bottom of the appropriate category.",1,1,0,{'totalCount': 3},{'totalCount': 2},{'totalCount': 1},"{'owner': 'sindresorhus', 'name': 'awesome'}",1941.4833333333333
799,MERGED,2016-10-17T01:19:25Z,2016-10-17T04:22:20Z,2016-10-17T04:22:20Z,"add a description to ""Git Add-ons""","[URL to the list here.]
https://github.com/stevemao/awesome-git-addons
[Explain what this list is all about and why it should be included here.]
A curated list of addons that extends/enhance the git cli.
ALL THE BELOW CHECKBOXES SHOULD BE DONE AND CHECKED AND THE ABOVE PLACEHOLDERS SHOULD BE FILLED IN BEFORE SUBMITTING A PULL REQUEST!

 I have read and understood the contribution guidelines and the instructions for creating a list.
 This pull request has a descriptive title. (For example: Add Node.js)
The list I added

 has been around for at least 20 days,
 is a non-generated Markdown file in a GitHub repo,
 is not a duplicate,
 only has awesome items with descriptions (Awesome lists are curations of the best, not of everything),
 contains the awesome badge on the right side of the list heading,
 has a Table of Contents section named Contents as the first section,
 has an appropriate license (Meaning something like CC0, NOT a code licence like MIT, BSD, Apache, etc),
 has contribution guidelines,
 has been checked for inconsistent formatting, spelling, and grammar (This includes starting each link description with an uppercase character and ending it with a period ., and consistent naming),
 has been added at the bottom of the appropriate category.



I'd like to add a simple description since ""add-ons"" might not be very clear what it is.",1,1,1,{'totalCount': 0},{'totalCount': 2},{'totalCount': 2},"{'owner': 'sindresorhus', 'name': 'awesome'}",3.048611111111111
806,CLOSED,2016-10-21T15:08:58Z,,2017-01-05T21:21:30Z,Add Blockchain,"https://github.com/igorbarinov/awesome-blockchain
It's a list of bitcoin blockchain services
NOTE: I did not create nor maintain the awesome-blockchain list, but would love to see it included considering @igorbarinov's awesome-bitcoin list is already included.

 I have read and understood the contribution guidelines and the instructions for creating a list.
 This pull request has a descriptive title. (For example: Add Node.js)
The list I added

 has been around for at least 20 days,
 is a non-generated Markdown file in a GitHub repo,
 is not a duplicate,
 only has awesome items with descriptions (Awesome lists are curations of the best, not of everything),
 contains the awesome badge on the right side of the list heading,
 has a Table of Contents section named Contents as the first section,
 has an appropriate license (Meaning something like CC0, NOT a code licence like MIT, BSD, Apache, etc),
 has contribution guidelines,
 has been checked for inconsistent formatting, spelling, and grammar (This includes starting each link description with an uppercase character and ending it with a period ., and consistent naming),
 has been added at the bottom of the appropriate category.",1,1,0,{'totalCount': 2},{'totalCount': 3},{'totalCount': 1},"{'owner': 'sindresorhus', 'name': 'awesome'}",1830.2088888888889
810,MERGED,2016-10-27T20:30:06Z,2017-03-07T11:54:31Z,2017-03-07T11:54:31Z,Add Free Software,"https://github.com/johnjago/awesome-free-software
This is a list of common programs (as opposed to the other two FOSS lists which focus more on development tools) that have a Free Software Foundation approved license. The purpose of this list is to give users the ability to quickly find the best free software alternatives for many categories of applications.
ALL THE BELOW CHECKBOXES SHOULD BE DONE AND CHECKED AND THE ABOVE PLACEHOLDERS SHOULD BE FILLED IN BEFORE SUBMITTING A PULL REQUEST!

 I have read and understood the contribution guidelines and the instructions for creating a list.
 This pull request has a descriptive title. (For example: Add Node.js)
The list I added

 has been around for at least 20 days,
 is a non-generated Markdown file in a GitHub repo,
 is not a duplicate,
 only has awesome items with descriptions (Awesome lists are curations of the best, not of everything),
 contains the awesome badge on the right side of the list heading,
 has a Table of Contents section named Contents as the first section,
 has an appropriate license (Meaning something like CC0, NOT a code licence like MIT, BSD, Apache, etc),
 has contribution guidelines,
 has been checked for inconsistent formatting, spelling, and grammar (This includes starting each link description with an uppercase character and ending it with a period ., and consistent naming),
 has been added at the bottom of the appropriate category.",1,1,0,{'totalCount': 6},{'totalCount': 5},{'totalCount': 2},"{'owner': 'sindresorhus', 'name': 'awesome'}",3135.4069444444444
811,MERGED,2016-10-28T01:00:41Z,2016-11-03T18:57:50Z,2016-11-03T18:57:50Z,Add Alfred Workflows,"https://github.com/derimagia/awesome-alfred-workflows
Workflows for Alfred on macOS.

 I have read and understood the contribution guidelines and the instructions for creating a list.
 This pull request has a descriptive title. (For example: Add Node.js)
The list I added

 has been around for at least 20 days,
 is a non-generated Markdown file in a GitHub repo,
 is not a duplicate,
 only has awesome items with descriptions (Awesome lists are curations of the best, not of everything),
 contains the awesome badge on the right side of the list heading,
 has a Table of Contents section named Contents as the first section,
 has an appropriate license (Meaning something like CC0, NOT a code licence like MIT, BSD, Apache, etc),
 has contribution guidelines,
 has been checked for inconsistent formatting, spelling, and grammar (This includes starting each link description with an uppercase character and ending it with a period ., and consistent naming),
 has been added at the bottom of the appropriate category.",1,1,0,{'totalCount': 9},{'totalCount': 2},{'totalCount': 7},"{'owner': 'sindresorhus', 'name': 'awesome'}",161.9525
814,MERGED,2016-10-29T08:01:04Z,2016-11-20T06:43:26Z,2016-11-20T06:43:26Z,Add Sass,"https://github.com/Famolus/awesome-scss
SCSS and Sass are tools that have been adopted and used by companies and projects worldwide. It would be a good idea to have a list of awesome Sass and SCSS frameworks, libraries, style guides, articles, and resources for people to discover more awesome things.
ALL THE BELOW CHECKBOXES SHOULD BE DONE AND CHECKED AND THE ABOVE PLACEHOLDERS SHOULD BE FILLED IN BEFORE SUBMITTING A PULL REQUEST!

 I have read and understood the contribution guidelines and the instructions for creating a list.
 This pull request has a descriptive title. (For example: Add Node.js)
The list I added

 has been around for at least 20 days,
 is a non-generated Markdown file in a GitHub repo,
 is not a duplicate,
 only has awesome items with descriptions (Awesome lists are curations of the best, not of everything),
 contains the awesome badge on the right side of the list heading,
 has a Table of Contents section named Contents as the first section,
 has an appropriate license (Meaning something like CC0, NOT a code licence like MIT, BSD, Apache, etc),
 has contribution guidelines,
 has been checked for inconsistent formatting, spelling, and grammar (This includes starting each link description with an uppercase character and ending it with a period ., and consistent naming),
 has been added at the bottom of the appropriate category.",1,1,0,{'totalCount': 7},{'totalCount': 2},{'totalCount': 1},"{'owner': 'sindresorhus', 'name': 'awesome'}",526.7061111111111
816,MERGED,2016-11-02T13:50:31Z,2016-11-07T09:54:11Z,2016-11-07T09:54:11Z,Add Browserify,"https://github.com/ungoldman/awesome-browserify
A curated list of awesome Browserify resources, libraries, and tools.
ALL THE BELOW CHECKBOXES SHOULD BE DONE AND CHECKED AND THE ABOVE PLACEHOLDERS SHOULD BE FILLED IN BEFORE SUBMITTING A PULL REQUEST!

 I have read and understood the contribution guidelines and the instructions for creating a list.
 This pull request has a descriptive title. (For example: Add Node.js)
The list I added

 has been around for at least 20 days,
 is a non-generated Markdown file in a GitHub repo,
 is not a duplicate,
 only has awesome items with descriptions (Awesome lists are curations of the best, not of everything),
 contains the awesome badge on the right side of the list heading,
 has a Table of Contents section named Contents as the first section,
 has an appropriate license (Meaning something like CC0, NOT a code licence like MIT, BSD, Apache, etc),
 has contribution guidelines,
 has been checked for inconsistent formatting, spelling, and grammar (This includes starting each link description with an uppercase character and ending it with a period ., and consistent naming),
 has been added at the bottom of the appropriate category.",1,1,0,{'totalCount': 3},{'totalCount': 2},{'totalCount': 1},"{'owner': 'sindresorhus', 'name': 'awesome'}",116.06111111111112
818,MERGED,2016-11-10T08:51:01Z,2016-11-20T06:42:53Z,2016-11-20T06:42:53Z,Add Drupal,"https://github.com/nirgn975/awesome-drupal
A collection of awesome Drupal resources to learn Drupal and it's modules.
ALL THE BELOW CHECKBOXES SHOULD BE DONE AND CHECKED AND THE ABOVE PLACEHOLDERS SHOULD BE FILLED IN BEFORE SUBMITTING A PULL REQUEST!

 I have read and understood the contribution guidelines and the instructions for creating a list.
 This pull request has a descriptive title. (For example: Add Node.js)
The list I added

 has been around for at least 20 days,
 is a non-generated Markdown file in a GitHub repo,
 is not a duplicate,
 only has awesome items with descriptions (Awesome lists are curations of the best, not of everything),
 contains the awesome badge on the right side of the list heading,
 has a Table of Contents section named Contents as the first section,
 has an appropriate license (Meaning something like CC0, NOT a code licence like MIT, BSD, Apache, etc),
 has contribution guidelines,
 has been checked for inconsistent formatting, spelling, and grammar (This includes starting each link description with an uppercase character and ending it with a period ., and consistent naming),
 has been added at the bottom of the appropriate category.",1,1,0,{'totalCount': 3},{'totalCount': 2},{'totalCount': 1},"{'owner': 'sindresorhus', 'name': 'awesome'}",237.86444444444444
821,MERGED,2016-11-13T11:13:49Z,2016-12-17T10:43:18Z,2016-12-17T10:43:18Z,Add SaltStack,"https://github.com/hbokh/awesome-saltstack
""Salt is a new approach to infrastructure management built on a dynamic communication bus. Salt can be used for data-driven orchestration, remote execution for any infrastructure, configuration management for any app stack, and much more.""
This is a new list about Salt / SaltStack, added under a NEW section named ""IT automation tools"".
A section like that was missing and other future awesome-lists (e.g. about Puppet, Chef, Ansible, etc.) can be set up under this section.

 I have read and understood the contribution guidelines and the instructions for creating a list.
 This pull request has a descriptive title. (For example: Add Node.js)
The list I added

 has been around for at least 20 days,
 is a non-generated Markdown file in a GitHub repo,
 is not a duplicate,
 only has awesome items with descriptions (Awesome lists are curations of the best, not of everything),
 contains the awesome badge on the right side of the list heading,
 has a Table of Contents section named Contents as the first section,
 has an appropriate license (Meaning something like CC0, NOT a code licence like MIT, BSD, Apache, etc),
 has contribution guidelines,
 has been checked for inconsistent formatting, spelling, and grammar (This includes starting each link description with an uppercase character and ending it with a period ., and consistent naming),
 has been added at the bottom of the appropriate category.



Added a new section with a new awesome list ""Awesome SaltStack"".
Other awesome lists to be placed here in the future could be about Puppet, Chef, Ansible, etc.",1,1,0,{'totalCount': 10},{'totalCount': 3},{'totalCount': 2},"{'owner': 'sindresorhus', 'name': 'awesome'}",815.4913888888889
830,MERGED,2016-11-27T23:18:23Z,2016-12-17T10:56:01Z,2016-12-17T10:56:01Z,Add NLP with Ruby,"https://github.com/arbox/nlp-with-ruby
This list encompasses Ruby related projects for processing natural language texts. It it an attempt to create a curated list with only working software and no dead links. The list is focused only on Ruby so it does not duplicate available lists.
By submitting this pull request I confirm I've read and complied with the below requirements.
Failure to properly do so will just result in the pull request being closed and everyone's time wasted. Please read it twice. Most people miss many things.

I have read and understood the contribution guidelines and the instructions for creating a list.
This pull request has a descriptive title. For example, Add Name of List, not Update readme.md or Add awesome list.
The entry in the Awesome list should include a short description about the list project/theme (not the list itself), and should be added at the bottom of the appropriate category.
The list I added

has been around for at least 30 days,
is the result of hard work and is the best I could possibly produce,
is a non-generated Markdown file in a GitHub repo,
is not a duplicate,
includes a succinct description of the project/theme at the top (example),
includes a project logo/illustration (whenever possible) at the top right of the readme (example). (The logo should link to the project website or any relevant website. The logo should be high-DPI, so set it to maximum half the width of the original image.),
only has awesome items with descriptions (Awesome lists are curations of the best, not of everything),
contains the awesome badge on the right side of the list heading,
has a Table of Contents section named Contents as the first section,
has an appropriate license (Meaning something like CC0, NOT a code licence like MIT, BSD, Apache, etc) (If you use a license badge, it should be SVG, not PNG),
has contribution guidelines,
doesn't include a Travis badge,
has been checked for inconsistent formatting, spelling, and grammar:

Each link description starts with an uppercase character and ends with a period.
Drop all the A / An prefixes in the descriptions.
Consistent naming. For example, Node.js, not NodeJS or node.js.",1,1,0,{'totalCount': 4},{'totalCount': 2},{'totalCount': 2},"{'owner': 'sindresorhus', 'name': 'awesome'}",467.6272222222222
834,MERGED,2016-12-01T12:36:41Z,2017-01-10T08:59:50Z,2017-01-10T08:59:50Z,Add Information Retrieval,"https://github.com/harpribot/awesome-information-retrieval
Information Retrieval and Web Search is a field which involves finding relevant information for a given query, be it for as simple as a database search, or as complicated as a web search (Eg - Google, Bing, Yahoo). There has been renewed interest in this field, thanks to Deep Learning and Vector Space Modeling. Finding content that is both relevant to the user, and has high topic relevance is the key point of research in this field. However, many don't know about the different resources available at out disposal. It would be a good idea to have a list of Awesome Information Retrieval and Web Search, for people to discover resources and make this field even more awesome.
By submitting this pull request I confirm I've read and complied with the below requirements.
Failure to properly do so will just result in the pull request being closed and everyone's time wasted. Please read it twice. Most people miss many things.

 I have read and understood the contribution guidelines and the instructions for creating a list.
 This pull request has a descriptive title. For example, Add Name of List, not Update readme.md or Add awesome list.
 The entry in the Awesome list should include a short description about the list project/theme (not the list itself), and should be added at the bottom of the appropriate category.
The list I added

 has been around for at least 30 days,
 is the result of hard work and is the best I could possibly produce,
 is a non-generated Markdown file in a GitHub repo,
 is not a duplicate,
 includes a succinct description of the project/theme at the top (example),
 includes a project logo/illustration (whenever possible) at the top right of the readme (example). (The logo should link to the project website or any relevant website. The logo should be high-DPI, so set it to maximum half the width of the original image.),
 only has awesome items with descriptions (Awesome lists are curations of the best, not of everything),
 contains the awesome badge on the right side of the list heading,
 has a Table of Contents section named Contents as the first section,
 has an appropriate license (Meaning something like CC0, NOT a code licence like MIT, BSD, Apache, etc) (If you use a license badge, it should be SVG, not PNG),
 has contribution guidelines,
 doesn't include a Travis badge,
 has been checked for inconsistent formatting, spelling, and grammar:

 Each link description starts with an uppercase character and ends with a period.
 Drop all the A / An prefixes in the descriptions.
 Consistent naming. For example, Node.js, not NodeJS or node.js.",1,1,0,{'totalCount': 14},{'totalCount': 3},{'totalCount': 7},"{'owner': 'sindresorhus', 'name': 'awesome'}",956.3858333333334
842,CLOSED,2016-12-10T15:06:02Z,,2017-01-16T16:23:13Z,Add Front-End design elements,"https://github.com/gauthamzz/FrontendDesignElements
[Its a list of popular quick look up front end design elements.]
By submitting this pull request I confirm I've read and complied with the below requirements.
Failure to properly do so will just result in the pull request being closed and everyone's time wasted. Please read it twice. Most people miss many things.

I have read and understood the contribution guidelines and the instructions for creating a list.
This pull request has a descriptive title. For example, Add Name of List, not Update readme.md or Add awesome list.
The entry in the Awesome list should include a short description about the list project/theme (not the list itself), and should be added at the bottom of the appropriate category.
The list I added

has been around for at least 30 days,
is the result of hard work and is the best I could possibly produce,
is a non-generated Markdown file in a GitHub repo,
is not a duplicate,
includes a succinct description of the project/theme at the top (example),
includes a project logo/illustration (whenever possible) at the top right of the readme (example). (The logo should link to the project website or any relevant website. The logo should be high-DPI, so set it to maximum half the width of the original image.),
only has awesome items with descriptions (Awesome lists are curations of the best, not of everything),
contains the awesome badge on the right side of the list heading,
has a Table of Contents section named Contents as the first section,
has an appropriate license (Meaning something like CC0, NOT a code licence like MIT, BSD, Apache, etc) (If you use a license badge, it should be SVG, not PNG),
has contribution guidelines,
doesn't include a Travis badge,
has been checked for inconsistent formatting, spelling, and grammar:

Each link description starts with an uppercase character and ends with a period.
Drop all the A / An prefixes in the descriptions.
Consistent naming. For example, Node.js, not NodeJS or node.js.",1,2,1,{'totalCount': 9},{'totalCount': 3},{'totalCount': 2},"{'owner': 'sindresorhus', 'name': 'awesome'}",889.2863888888888
